1,0.597153
5,0.798352
9,0.744529
13,0.63299
17,0.460488
21,0.366156
25,0.361432
29,0.350864
33,0.338879
37,0.329878
41,0.322627
45,0.316484
49,0.311247
53,0.306742
57,0.302824
61,0.299386
65,0.296347
69,0.293644
73,0.291227
77,0.289058
81,0.287102
85,0.285334
89,0.283732
93,0.282277
97,0.280953
101,0.279746
105,0.278645
109,0.277637
113,0.276715
117,0.275868
121,0.27509
125,0.274374
129,0.273712
133,0.273098
137,0.272527
141,0.271994
145,0.271493
149,0.27102
153,0.27057
157,0.270141
161,0.269728
165,0.269328
169,0.268937
173,0.268555
177,0.268177
181,0.267803
185,0.26743
189,0.267057
193,0.266684
197,0.266308
201,0.265931
205,0.265551
209,0.265168
213,0.264782
217,0.264394
221,0.264004
225,0.263612
229,0.263219
233,0.262827
237,0.262434
241,0.262044
245,0.261656
249,0.261271
253,0.260891
257,0.260516
261,0.260147
265,0.259785
269,0.25943
273,0.259084
277,0.258747
281,0.25842
285,0.258102
289,0.257793
293,0.257495
297,0.257207
301,0.256927
305,0.256657
309,0.256394
313,0.256138
317,0.255889
321,0.255644
325,0.255403
329,0.255163
333,0.254924
337,0.254684
341,0.254441
345,0.254194
349,0.253941
353,0.25368
357,0.253411
361,0.253132
365,0.252842
369,0.25254
373,0.252224
377,0.251894
381,0.251548
385,0.251185
389,0.250803
393,0.2504
397,0.249974
401,0.249521
405,0.249036
409,0.248511
413,0.247939
417,0.247307
421,0.246599
425,0.245794
429,0.244863
433,0.243772
437,0.242475
441,0.240916
445,0.239027
449,0.236728
453,0.233928
457,0.230525
461,0.226413
465,0.221485
469,0.215647
473,0.208823
477,0.20098
481,0.192146
485,0.182426
489,0.172016
493,0.161193
497,0.150281
501,0.139603
505,0.129424
509,0.119925
513,0.1112
517,0.103272
521,0.0961176
525,0.0896838
529,0.0839063
533,0.0787171
537,0.0740502
541,0.0698448
545,0.0660458
549,0.0626048
553,0.0594792
557,0.0566317
561,0.0540301
565,0.0516466
569,0.0494567
573,0.0474393
577,0.0455762
581,0.0438512
585,0.0422504
589,0.0407615
593,0.0393736
597,0.0380773
601,0.0368642
605,0.0357268
609,0.0346585
613,0.0336533
617,0.0327061
621,0.0318121
625,0.030967
629,0.0301672
633,0.029409
637,0.0286895
641,0.0280058
645,0.0273554
649,0.0267358
653,0.0261452
657,0.0255814
661,0.0250427
665,0.0245276
669,0.0240345
673,0.0235621
677,0.023109
681,0.0226743
685,0.0222567
689,0.0218553
693,0.0214692
697,0.0210975
701,0.0207395
705,0.0203944
709,0.0200615
713,0.0197402
717,0.01943
721,0.0191301
725,0.0188403
729,0.0185598
733,0.0182884
737,0.0180255
741,0.0177709
745,0.017524
749,0.0172846
753,0.0170522
757,0.0168267
761,0.0166077
765,0.016395
769,0.0161882
773,0.0159871
777,0.0157915
781,0.0156011
785,0.0154159
789,0.0152354
793,0.0150597
797,0.0148884
